communication_diff,emotional_openness_diff,social_nature_diff,independence_diff,family_orientation_diff,financial_attitude_diff,career_orientation_diff,adventure_diff,conflict_handling_diff,lifestyle_preference_diff,comm_x_conflict_diff,finance_x_career_diff,family_x_lifestyle_diff,mean_abs_diff,max_abs_diff,euclidean_distance,compatibility_score
0.5,10.67,12.66,9.08,24.3,5.4,17.19,5.57,17.42,0.54,0.09,0.93,0.13,10.33,24.3,40.08,86.12
13.39,8.5,19.18,20.15,52.4,15.41,4.35,35.22,41.92,52.06,5.61,0.67,27.28,26.26,52.4,98.67,71.74
9.35,37.67,35.79,34.73,27.81,52.92,21.15,53.92,7.04,55.81,0.66,11.19,15.52,33.62,55.81,118.69,74.27
16.87,2.85,29.25,18.08,5.63,15.21,28.98,16.52,32.11,20.78,5.42,4.41,1.17,18.63,32.11,65.68,80.49
6.39,1.66,18.3,25.0,16.51,17.82,4.34,8.57,29.39,12.18,1.88,0.77,2.01,14.02,29.39,51.94,82.5
33.18,24.59,43.75,0.84,29.24,37.51,6.6,72.4,5.43,43.42,1.8,2.48,12.7,29.7,72.4,114.38,68.48
7.6,3.03,20.46,13.84,15.46,18.28,1.85,27.34,17.78,2.42,1.35,0.34,0.37,12.81,27.34,48.2,89.68
17.24,15.49,21.56,29.93,15.05,20.29,6.7,6.56,3.76,3.75,0.65,1.36,0.56,14.03,29.93,51.5,85.36
23.83,6.59,21.56,13.83,34.15,1.24,7.28,2.94,8.18,15.75,1.95,0.09,5.38,13.53,34.15,53.02,83.56
2.66,0.63,12.46,28.31,43.44,9.86,15.53,22.75,23.08,10.09,0.61,1.53,4.38,16.88,43.44,65.89,83.03
6.51,24.85,2.45,14.13,11.52,28.03,31.94,8.94,6.45,3.76,0.42,8.95,0.43,13.86,31.94,54.22,81.87
2.0,0.1,7.05,2.05,0.85,19.25,33.66,5.14,19.77,16.01,0.4,6.48,0.14,10.59,33.66,47.28,88.81
18.74,11.67,41.32,6.54,9.6,21.96,20.47,54.99,24.59,11.72,4.61,4.5,1.13,22.16,54.99,83.65,79.48
16.49,7.98,9.01,14.32,0.23,4.15,14.93,43.57,11.48,5.55,1.89,0.62,0.01,12.77,43.57,54.07,86.71
20.7,9.61,12.06,11.9,17.88,16.76,0.13,5.39,0.0,61.16,0.0,0.02,10.94,15.56,61.16,71.96,80.56
4.47,22.5,40.47,9.14,19.25,16.5,20.27,28.6,5.0,17.1,0.22,3.34,3.29,18.33,40.47,66.6,84.87
35.85,5.91,5.92,12.58,10.51,17.55,5.93,23.57,14.15,30.1,5.07,1.04,3.16,16.21,35.85,60.24,81.96
17.33,41.59,4.6,20.73,13.81,19.76,2.15,6.9,6.13,51.81,1.06,0.42,7.15,18.48,51.81,76.39,81.3
7.16,34.42,9.03,19.0,6.6,34.52,6.71,11.39,6.28,4.51,0.45,2.32,0.3,13.96,34.52,56.11,87.21
34.56,12.74,13.32,21.87,5.9,30.36,6.72,17.82,11.01,19.58,3.81,2.04,1.16,17.39,34.56,61.93,75.45
8.69,8.84,7.48,8.61,45.23,1.58,4.83,23.43,0.23,4.82,0.02,0.08,2.18,11.37,45.23,54.11,88.07
21.68,8.33,11.61,10.37,23.05,6.01,3.73,10.34,5.81,19.59,1.26,0.22,4.52,12.05,23.05,43.45,85.41
16.97,13.23,1.87,23.18,17.33,18.47,8.25,30.41,6.87,19.76,1.17,1.52,3.42,15.63,30.41,55.46,86.19
6.22,25.31,3.59,6.53,24.39,14.05,8.35,1.6,31.26,30.75,1.94,1.17,7.5,15.21,31.26,59.35,77.78
20.91,9.47,5.87,17.31,14.21,32.02,32.02,2.76,5.59,30.44,1.17,10.25,4.33,17.06,32.02,63.87,79.17
2.45,3.74,3.41,19.34,3.76,7.61,2.94,2.82,9.21,1.72,0.23,0.22,0.06,5.7,19.34,24.12,93.5
0.0,42.21,1.0,2.16,16.05,9.16,34.37,10.01,21.61,7.5,0.0,3.15,1.2,14.41,42.21,62.71,86.02
16.58,26.2,1.84,30.56,6.36,3.92,14.83,31.42,9.75,9.19,1.62,0.58,0.58,15.07,31.42,57.8,87.82
22.16,13.25,26.01,27.99,3.63,26.66,25.42,5.34,45.16,11.03,10.01,6.78,0.4,20.66,45.16,75.4,75.64
18.48,12.3,19.07,2.11,48.89,8.67,18.61,9.54,3.77,19.62,0.7,1.61,9.59,16.11,48.89,64.52,82.39
19.53,19.99,10.01,5.29,0.76,26.5,8.07,1.16,23.89,7.71,4.67,2.14,0.06,12.29,26.5,48.05,82.94
12.77,4.53,6.17,52.8,16.03,4.04,32.97,13.6,0.63,5.94,0.08,1.33,0.95,14.95,52.8,67.75,84.59
9.79,12.14,10.4,1.34,34.6,6.56,11.36,17.34,7.65,9.36,0.75,0.75,3.24,12.05,34.6,46.57,88.09
9.07,35.46,5.73,9.29,5.43,8.71,13.18,9.17,12.13,40.12,1.1,1.15,2.18,14.83,40.12,59.82,84.27
13.66,23.65,39.54,13.83,14.03,17.01,8.53,19.06,11.64,3.84,1.59,1.45,0.54,16.48,39.54,59.77,85.07
13.42,12.15,14.78,21.57,31.27,3.72,0.0,11.89,1.68,13.07,0.23,0.0,4.09,12.35,31.27,48.14,84.4
0.0,14.26,5.83,8.22,29.25,6.81,12.19,2.96,13.09,5.16,0.0,0.83,1.51,9.78,29.25,39.53,93.63
6.36,14.53,6.96,4.32,26.02,21.83,1.78,2.94,1.78,3.73,0.11,0.39,0.97,9.03,26.02,38.74,90.64
22.87,24.68,7.41,21.18,15.91,29.96,7.78,19.16,9.23,49.9,2.11,2.33,7.94,20.81,49.9,76.09,76.16
5.71,9.9,19.71,28.09,2.83,6.18,4.57,22.99,25.64,15.04,1.46,0.28,0.43,14.07,28.09,52.8,88.2
44.19,25.35,11.97,6.3,0.54,2.24,59.91,14.65,9.36,21.03,4.14,1.34,0.11,19.55,59.91,84.36,77.52
13.65,23.54,4.3,4.16,2.13,5.02,21.86,5.43,24.92,26.54,3.4,1.1,0.57,13.16,26.54,51.37,80.7
25.92,23.83,13.88,19.01,19.87,0.79,9.84,6.2,7.66,0.14,1.99,0.08,0.03,12.71,25.92,48.82,92.17
7.08,7.97,3.36,8.35,17.16,9.25,18.77,2.81,23.78,25.62,1.68,1.74,4.4,12.42,25.62,46.45,85.12
0.23,14.37,15.88,20.74,13.59,3.67,17.56,0.12,1.85,6.14,0.0,0.64,0.83,9.42,20.74,37.9,90.21
0.04,15.82,3.2,4.23,2.76,5.64,41.99,1.78,20.99,19.84,0.01,2.37,0.55,11.63,41.99,54.02,87.71
3.41,8.46,40.92,0.81,15.29,32.81,3.65,11.24,11.38,9.94,0.39,1.2,1.52,13.79,40.92,58.62,86.24
19.72,15.5,12.2,6.08,16.46,41.07,16.15,8.16,1.26,7.63,0.25,6.63,1.26,14.42,41.07,56.21,83.15
12.6,12.39,12.05,8.81,22.22,25.44,24.53,36.67,11.16,33.23,1.41,6.24,7.38,19.91,36.67,69.65,85.84
40.61,11.03,3.69,4.86,33.58,19.27,10.79,31.83,1.02,23.83,0.41,2.08,8.0,18.05,40.61,70.75,77.0
38.72,2.29,38.35,1.02,20.56,36.3,2.61,46.31,28.19,35.98,10.92,0.95,7.4,25.03,46.31,94.65,73.38
5.37,41.72,14.27,4.67,12.76,14.29,10.39,3.32,2.67,10.91,0.14,1.48,1.39,12.04,41.72,51.05,85.45
16.96,19.1,2.65,3.87,9.07,17.18,21.28,5.44,0.0,6.7,0.0,3.66,0.61,10.23,21.28,39.74,85.4
21.09,17.34,16.53,9.65,14.69,0.36,0.17,52.77,24.03,26.89,5.07,0.0,3.95,18.35,52.77,73.58,78.6
6.38,12.61,10.73,22.2,14.59,7.31,4.03,8.81,10.84,32.79,0.69,0.29,4.78,13.03,32.79,48.59,85.22
17.73,27.02,19.6,14.21,40.81,2.81,10.07,31.12,4.03,32.49,0.71,0.28,13.26,19.99,40.81,73.79,78.82
11.29,31.23,12.51,3.01,2.95,3.2,25.01,28.48,6.59,13.16,0.74,0.8,0.39,13.74,31.23,54.22,85.3
19.39,13.71,35.78,4.25,2.57,39.72,12.76,29.66,8.51,18.71,1.65,5.07,0.48,18.51,39.72,70.09,83.55
5.96,1.85,14.86,10.04,7.9,4.72,11.62,3.05,13.7,3.19,0.82,0.55,0.25,7.69,14.86,28.06,91.31
9.34,3.63,26.58,29.79,13.41,13.01,7.18,19.18,3.35,5.29,0.31,0.93,0.71,13.08,29.79,50.02,87.72
39.06,8.65,53.32,16.33,1.15,16.8,47.05,31.22,2.1,18.42,0.82,7.9,0.21,23.41,53.32,92.33,79.35
8.61,2.86,22.99,9.02,25.6,31.99,15.82,16.15,5.38,9.18,0.46,5.06,2.35,14.76,31.99,54.73,85.17
27.74,4.66,14.95,1.08,7.94,2.11,5.91,45.86,25.27,11.25,7.01,0.12,0.89,14.68,45.86,63.13,82.18
28.17,45.75,19.94,16.87,27.2,12.68,13.55,45.37,24.08,32.0,6.78,1.72,8.7,26.56,45.75,91.19,73.6
1.21,10.79,8.26,15.23,17.03,4.4,12.99,2.27,0.46,15.27,0.01,0.57,2.6,8.79,17.03,33.69,93.55
1.67,10.09,30.42,45.07,34.13,22.34,5.2,29.9,16.85,22.6,0.28,1.16,7.71,21.83,45.07,80.26,82.22
38.84,21.85,13.48,11.79,32.76,10.24,23.23,14.33,32.18,65.76,12.5,2.38,21.54,26.45,65.76,97.93,66.32
22.69,27.79,0.38,6.78,10.19,27.54,0.61,6.2,9.07,29.64,2.06,0.17,3.02,14.09,29.64,56.52,83.39
8.65,18.06,17.77,36.73,0.34,10.78,21.18,17.86,0.0,27.2,0.0,2.28,0.09,15.86,36.73,60.74,88.61
18.38,5.58,29.38,26.99,9.64,8.71,10.27,2.33,21.63,66.41,3.98,0.89,6.4,19.93,66.41,84.37,81.53
0.64,3.56,25.39,11.51,12.83,7.52,13.05,8.96,25.53,11.1,0.16,0.98,1.42,12.01,25.53,45.14,91.55
26.65,24.61,30.34,1.44,33.69,15.83,0.44,28.27,19.72,35.24,5.26,0.07,11.87,21.62,35.24,77.8,77.15
7.64,24.25,16.45,5.3,14.71,0.21,2.61,15.26,13.16,6.07,1.01,0.01,0.89,10.57,24.25,40.14,92.5
17.08,6.66,22.08,20.94,20.58,14.2,20.89,10.96,4.68,0.13,0.8,2.97,0.03,13.82,22.08,49.65,89.55
0.0,1.62,2.26,5.46,7.01,30.33,42.31,1.41,22.88,17.38,0.0,12.83,1.22,13.07,42.31,60.21,82.65
17.66,18.03,51.68,9.2,34.16,3.05,6.33,16.34,13.32,34.36,2.35,0.19,11.74,20.41,51.68,78.95,80.66
0.0,24.06,4.38,13.08,24.64,16.27,26.65,19.52,18.66,4.11,0.0,4.34,1.01,15.14,26.65,55.65,85.48
13.59,25.43,18.51,2.04,0.63,28.19,3.33,14.68,11.5,23.91,1.56,0.94,0.15,14.18,28.19,53.89,82.75
18.62,0.21,8.54,16.14,7.23,13.42,0.5,7.25,2.22,26.62,0.41,0.07,1.92,10.08,26.62,40.98,87.18
4.51,12.68,15.98,15.82,6.79,17.79,28.52,23.7,11.83,24.47,0.53,5.07,1.66,16.21,28.52,56.24,88.93
12.02,9.68,14.91,1.53,4.83,17.41,13.64,29.26,17.74,10.74,2.13,2.37,0.52,13.18,29.26,47.56,83.65
41.35,14.04,15.87,3.69,14.69,14.44,24.13,2.24,17.63,13.4,7.29,3.48,1.97,16.15,41.35,60.62,79.95
1.65,20.84,36.94,43.5,0.66,45.65,4.16,26.17,14.07,19.12,0.23,1.9,0.13,21.28,45.65,83.93,80.52
13.6,17.71,5.28,7.33,20.14,7.18,15.7,16.77,7.13,4.02,0.97,1.13,0.81,11.49,20.14,40.4,87.97
7.81,26.48,55.24,0.39,24.88,42.04,4.83,9.08,4.56,22.24,0.36,2.03,5.53,19.75,55.24,82.6,80.58
9.84,12.91,14.03,1.72,20.89,15.98,2.97,53.46,12.73,24.94,1.25,0.47,5.21,16.95,53.46,69.32,84.19
11.15,15.3,34.63,13.08,26.02,17.86,8.55,42.64,22.6,19.13,2.52,1.53,4.98,21.1,42.64,74.12,80.0
4.66,5.53,16.83,28.32,33.14,3.44,16.99,27.48,22.76,18.13,1.06,0.58,6.01,17.73,33.14,64.33,81.9
4.48,15.92,7.27,11.39,48.06,2.97,8.4,25.42,5.74,24.81,0.26,0.25,11.92,15.45,48.06,64.34,85.75
18.88,25.0,21.58,40.89,31.74,0.97,4.9,3.79,8.13,3.1,1.53,0.05,0.98,15.9,40.89,65.13,84.77
27.42,2.39,18.79,38.89,8.99,32.81,48.51,25.16,5.68,27.36,1.56,15.92,2.46,23.6,48.51,86.87,81.71
31.02,3.69,25.95,24.28,7.59,2.28,8.96,25.13,7.9,24.29,2.45,0.2,1.84,16.11,31.02,60.54,84.99
4.62,14.67,13.77,8.67,35.68,13.28,1.16,24.89,18.65,6.49,0.86,0.15,2.32,14.19,35.68,54.42,85.77
1.16,5.45,21.81,28.13,18.48,6.59,21.77,17.99,32.93,4.38,0.38,1.43,0.81,15.87,32.93,59.87,84.98
9.95,33.71,22.39,38.46,23.92,44.73,3.92,31.41,1.31,18.92,0.13,1.75,4.53,22.87,44.73,84.56,83.03
21.64,7.53,39.58,52.02,22.54,3.58,17.67,5.29,8.1,13.25,1.75,0.63,2.99,19.12,52.02,76.81,86.41
4.49,0.87,46.91,45.28,0.1,18.69,4.32,42.99,29.34,19.46,1.32,0.81,0.02,21.24,46.91,87.9,81.76
6.51,4.72,1.33,14.4,9.32,22.42,18.66,23.86,0.0,27.18,0.0,4.18,2.53,12.84,27.18,50.2,91.53
27.5,22.76,19.77,12.13,7.51,8.5,15.63,5.92,27.78,29.62,7.64,1.33,2.22,17.71,29.62,62.2,80.84
4.64,5.05,0.95,18.73,1.87,16.04,29.89,39.26,5.73,23.88,0.27,4.79,0.45,14.6,39.26,60.8,90.26
18.44,11.3,14.13,34.83,10.59,16.45,5.63,15.58,25.49,28.9,4.7,0.93,3.06,18.13,34.83,63.43,80.6
5.51,22.2,3.22,23.76,40.52,21.49,4.79,1.64,1.59,6.68,0.09,1.03,2.71,13.14,40.52,57.23,83.69
17.29,10.36,20.48,14.39,19.04,35.48,33.56,13.83,41.82,17.8,7.23,11.91,3.39,22.41,41.82,77.7,72.52
13.34,21.4,11.75,29.36,5.11,3.12,25.24,10.86,14.51,7.74,1.94,0.79,0.4,14.24,29.36,51.94,87.32
3.1,13.9,33.67,19.96,16.59,40.51,7.85,41.03,4.33,6.68,0.13,3.18,1.11,18.76,41.03,73.89,84.95
9.09,2.31,48.28,11.02,15.41,3.45,32.14,10.0,16.53,28.66,1.5,1.11,4.42,17.69,48.28,70.84,85.16
19.98,32.55,22.16,15.62,23.69,16.68,9.44,6.2,10.74,11.8,2.15,1.57,2.8,16.89,32.55,58.44,81.01
29.25,7.19,7.85,42.62,28.44,6.94,46.5,15.63,7.1,3.5,2.08,3.23,1.0,19.5,46.5,78.18,82.15
15.56,24.7,5.25,14.16,7.58,10.84,20.65,0.15,2.07,40.46,0.32,2.24,3.07,14.14,40.46,57.65,86.4
21.58,31.07,29.18,27.83,26.29,29.79,11.12,44.93,0.04,7.67,0.01,3.31,2.02,22.95,44.93,82.68,81.76
1.78,2.63,48.82,3.88,15.14,39.9,17.11,22.37,4.63,34.08,0.08,6.83,5.16,19.04,48.82,78.78,80.28
6.76,13.0,43.14,22.71,42.51,8.51,6.24,52.55,34.93,1.15,2.36,0.53,0.49,23.15,52.55,92.16,78.38
4.01,19.34,2.02,21.06,21.11,3.93,1.69,1.52,11.8,3.86,0.47,0.07,0.81,9.03,21.11,38.18,89.61
20.94,11.88,47.26,2.63,9.25,14.21,12.59,0.83,21.12,14.52,4.42,1.79,1.34,15.52,47.26,62.63,80.12
4.36,26.05,32.57,18.92,6.41,4.84,9.97,21.45,14.85,15.86,0.65,0.48,1.02,15.53,32.57,56.68,86.98
17.38,13.06,2.77,29.92,19.15,15.01,30.05,3.61,11.66,36.72,2.03,4.51,7.03,17.93,36.72,66.09,82.28
2.81,14.54,4.4,2.39,7.18,33.39,16.36,2.34,17.15,2.26,0.48,5.46,0.16,10.28,33.39,44.54,84.54
10.48,7.36,41.51,20.15,0.0,9.13,0.0,3.4,16.58,27.51,1.74,0.0,0.0,13.61,41.51,58.48,85.94
0.76,10.5,27.17,0.68,17.47,2.37,3.46,4.4,28.8,12.54,0.22,0.08,2.19,10.81,28.8,46.67,87.2
15.99,1.21,10.1,0.12,17.11,14.28,18.17,42.62,3.45,32.16,0.55,2.59,5.5,15.52,42.62,63.63,87.61
11.78,1.47,39.49,15.73,8.4,31.92,22.65,23.87,2.54,10.66,0.3,7.23,0.9,16.85,39.49,65.12,87.52
0.88,9.48,12.75,19.29,26.24,1.12,11.11,16.82,16.71,4.13,0.15,0.12,1.08,11.85,26.24,44.92,86.68
0.4,14.53,1.76,9.45,5.16,16.47,10.14,13.95,0.0,10.92,0.0,1.67,0.56,8.28,16.47,31.91,94.1
12.77,0.96,15.69,18.13,17.63,39.81,14.88,4.61,9.65,11.52,1.23,5.92,2.03,14.57,39.81,55.7,81.26
7.13,16.5,2.46,38.1,26.69,7.68,13.8,16.72,6.25,8.7,0.45,1.06,2.32,14.4,38.1,56.01,83.06
16.28,7.4,36.62,26.6,4.27,1.84,7.5,25.63,6.01,20.05,0.98,0.14,0.86,15.22,36.62,59.5,88.84
27.53,2.09,1.19,12.67,18.06,2.73,2.16,28.58,22.54,19.74,6.21,0.06,3.57,13.73,28.58,54.56,86.32
0.19,31.08,14.39,0.32,2.32,36.17,5.62,20.9,6.28,30.75,0.01,2.03,0.71,14.8,36.17,62.77,88.56
12.38,30.0,4.91,17.13,14.42,8.13,24.94,45.11,15.38,8.3,1.9,2.03,1.2,18.07,45.11,67.88,81.81
9.08,16.69,22.81,0.4,6.01,5.45,0.85,9.27,42.82,10.73,3.89,0.05,0.64,12.41,42.82,54.61,85.05
19.36,30.93,4.85,13.47,28.05,34.64,7.42,27.82,2.85,12.45,0.55,2.57,3.49,18.18,34.64,67.2,82.76
31.57,7.21,18.04,10.28,21.14,26.01,4.22,17.92,27.09,46.63,8.55,1.1,9.86,21.01,46.63,76.48,70.89
15.5,6.36,25.39,31.04,22.88,29.85,1.4,30.79,1.45,24.06,0.22,0.42,5.5,18.87,31.04,69.53,82.98
2.92,17.37,63.3,1.89,24.92,43.68,2.38,26.03,9.88,38.66,0.29,1.04,9.63,23.1,63.3,95.53,74.96
8.36,20.39,13.53,3.81,36.36,18.18,18.63,15.31,3.84,6.02,0.32,3.39,2.19,14.44,36.36,54.48,81.87
23.31,19.71,27.86,17.73,0.09,1.5,7.53,13.56,1.08,5.49,0.25,0.11,0.0,11.78,27.86,47.92,88.72
7.19,0.95,8.64,16.88,8.97,13.18,11.94,23.73,15.51,6.85,1.12,1.57,0.61,11.38,23.73,40.74,88.3
2.26,14.01,17.03,13.98,34.38,22.89,11.57,13.18,1.9,44.81,0.04,2.65,15.41,17.6,44.81,68.64,82.07
6.84,11.76,17.32,0.66,3.78,21.53,7.57,23.03,15.6,2.82,1.07,1.63,0.11,11.09,23.03,42.45,84.92
20.45,18.14,11.33,10.81,17.89,33.03,6.11,34.03,31.72,44.57,6.49,2.02,7.97,22.81,44.57,81.19,72.96
6.96,12.06,15.58,9.43,0.33,18.17,8.16,0.47,8.56,27.68,0.6,1.48,0.09,10.74,27.68,41.98,84.98
28.51,24.66,6.22,0.27,6.52,5.21,23.51,2.09,13.15,1.97,3.75,1.22,0.13,11.21,28.51,47.58,85.29
10.21,22.83,17.58,46.81,56.48,0.94,10.26,25.47,7.77,1.54,0.79,0.1,0.87,19.99,56.48,84.46,83.53
1.25,6.24,4.07,1.78,8.59,35.58,7.17,25.96,17.71,15.7,0.22,2.55,1.35,12.41,35.58,51.82,85.64
15.13,13.39,14.99,16.94,20.07,23.74,25.67,48.47,6.73,49.73,1.02,6.09,9.98,23.49,49.73,86.1,77.69
0.0,6.2,9.96,8.98,24.49,8.99,20.12,2.11,8.91,2.51,0.0,1.81,0.61,9.23,24.49,37.34,87.41
8.33,5.08,27.63,9.28,15.03,24.88,17.95,20.5,28.24,4.45,2.35,4.47,0.67,16.14,28.24,57.88,80.9
10.15,9.7,40.26,60.56,24.16,34.16,2.22,39.55,17.82,35.35,1.81,0.76,8.54,27.39,60.56,101.85,75.08
22.03,1.98,34.24,4.68,19.23,13.77,10.29,10.39,15.1,5.5,3.33,1.42,1.06,13.72,34.24,52.1,86.97
3.61,0.89,17.34,14.24,9.56,14.93,10.1,18.39,6.58,1.65,0.24,1.51,0.16,9.73,18.39,36.3,89.56
26.35,38.85,22.76,17.02,13.07,0.0,10.01,3.01,7.08,4.87,1.87,0.0,0.64,14.3,38.85,58.01,81.08
20.07,36.87,7.96,11.08,13.21,11.47,6.48,9.34,7.55,29.94,1.52,0.74,3.96,15.4,36.87,57.77,84.7
10.82,26.74,13.7,31.39,10.45,20.32,37.46,7.77,3.63,19.13,0.39,7.61,2.0,18.14,37.46,66.1,82.13
8.64,5.48,27.21,27.5,9.74,18.49,27.78,31.71,0.2,20.19,0.02,5.14,1.97,17.7,31.71,64.99,87.78
8.22,1.4,14.09,11.92,0.05,30.72,0.49,33.8,2.01,3.33,0.17,0.15,0.0,10.6,33.8,50.11,85.4
10.59,9.47,16.81,19.55,19.42,0.16,28.6,6.11,8.67,5.45,0.92,0.05,1.06,12.48,28.6,46.94,88.89
5.57,10.49,35.82,11.57,15.08,15.13,8.37,38.52,9.57,7.33,0.53,1.27,1.11,15.75,38.52,60.94,87.4
37.61,50.29,42.13,13.94,14.12,12.61,27.16,28.57,2.53,50.82,0.95,3.42,7.18,27.98,50.82,102.05,74.07
4.55,17.3,8.43,19.09,13.06,19.07,13.98,35.56,15.31,12.94,0.7,2.67,1.69,15.93,35.56,56.14,87.03
8.89,18.35,15.69,44.6,41.35,5.27,13.95,39.04,13.99,19.24,1.24,0.74,7.96,22.04,44.6,81.69,80.17
3.27,0.67,16.57,7.11,8.04,14.91,19.5,3.86,13.55,7.84,0.44,2.91,0.63,9.53,19.5,35.54,90.86
14.39,12.87,11.74,24.78,27.18,23.62,11.25,11.17,11.01,12.5,1.58,2.66,3.4,16.05,27.18,54.31,84.4
3.77,4.77,3.66,4.58,5.73,3.21,4.51,6.12,0.24,5.72,0.01,0.14,0.33,4.23,6.12,14.32,99.0
4.01,15.48,17.37,14.3,27.25,12.87,15.55,13.11,13.54,25.98,0.54,2.0,7.08,15.95,27.25,54.24,84.32
1.19,22.08,14.46,19.81,16.76,20.06,8.84,6.64,15.47,6.54,0.18,1.77,1.1,13.18,22.08,46.67,83.98
8.85,36.75,17.09,22.97,56.8,25.21,11.13,47.25,6.56,40.66,0.58,2.81,23.09,27.33,56.8,100.81,76.2
2.4,20.28,44.44,14.21,12.72,2.71,5.66,4.08,8.37,11.8,0.2,0.15,1.5,12.67,44.44,54.96,87.05
19.19,39.19,32.02,17.77,7.65,11.95,9.67,4.99,11.0,3.0,2.11,1.16,0.23,15.64,39.19,60.78,81.06
17.08,23.33,1.25,17.39,29.46,24.52,3.65,37.88,19.61,25.54,3.35,0.89,7.52,19.97,37.88,71.37,74.08
11.7,2.45,23.63,10.24,37.93,36.81,8.77,30.8,20.66,18.31,2.42,3.23,6.94,20.13,37.93,73.4,78.47
16.35,2.03,12.51,7.15,27.38,27.78,50.29,9.96,8.28,15.35,1.35,13.97,4.2,17.71,50.29,70.23,80.42
3.49,9.45,2.22,0.56,3.42,16.5,13.14,7.86,20.64,10.98,0.72,2.17,0.38,8.83,20.64,34.23,88.64
10.04,0.87,10.04,5.9,46.93,0.44,12.97,16.28,13.98,2.09,1.4,0.06,0.98,11.96,46.93,55.44,84.78
13.7,19.52,9.42,37.91,28.43,7.73,5.38,35.01,19.69,43.99,2.7,0.42,12.51,22.08,43.99,80.87,79.48
18.32,20.78,19.7,23.03,6.34,13.5,15.03,17.29,1.73,2.16,0.32,2.03,0.14,13.79,23.03,49.4,91.71
6.33,24.06,27.4,35.38,57.84,55.88,9.8,58.98,17.87,8.15,1.13,5.48,4.71,30.17,58.98,114.23,71.43
29.39,5.91,37.23,3.29,8.86,24.92,28.3,26.51,39.68,14.69,11.66,7.05,1.3,21.88,39.68,79.3,71.18
15.35,0.86,7.03,8.22,33.64,10.82,5.95,6.8,13.87,23.17,2.13,0.64,7.79,12.57,33.64,49.12,82.9
12.72,33.0,4.82,13.05,11.42,16.64,36.64,12.48,17.01,24.76,2.16,6.1,2.83,18.25,36.64,65.21,81.14
6.72,22.09,25.4,6.37,50.23,22.29,9.28,63.97,34.86,21.44,2.34,2.07,10.77,26.27,63.97,100.46,72.62
1.14,5.75,9.66,1.41,16.11,7.37,20.49,26.07,13.0,11.72,0.15,1.51,1.89,11.27,26.07,43.01,88.73
12.41,2.18,45.33,65.54,3.12,31.78,13.39,10.07,6.5,7.18,0.81,4.26,0.22,19.75,65.54,88.9,83.51
19.8,7.54,30.6,32.16,39.19,38.59,3.7,57.28,15.2,27.81,3.01,1.43,10.9,27.19,57.28,98.71,73.11
12.24,14.6,0.04,8.05,24.7,19.55,1.02,51.51,43.37,53.53,5.31,0.2,13.22,22.86,53.53,93.92,75.72
3.66,34.85,26.67,3.78,26.05,16.26,4.35,0.7,11.81,16.12,0.43,0.71,4.2,14.43,34.85,57.58,78.03
16.11,8.04,25.63,5.36,18.59,5.11,29.94,40.25,9.91,31.32,1.6,1.53,5.82,19.02,40.25,70.55,84.31
20.27,21.64,5.0,4.0,47.57,31.19,35.93,42.76,22.37,32.43,4.53,11.21,15.43,26.32,47.57,93.95,70.75
10.5,1.22,28.49,10.17,4.82,21.45,14.09,16.99,19.28,5.13,2.02,3.02,0.25,13.21,28.49,48.94,87.26
16.3,21.67,31.92,20.29,40.54,12.1,12.16,7.91,2.2,45.01,0.36,1.47,18.25,21.01,45.01,78.72,81.41
31.4,42.61,26.89,3.27,22.84,57.96,24.37,20.37,1.4,17.09,0.44,14.12,3.9,24.82,57.96,93.38,70.73
17.41,29.09,21.58,19.76,26.77,16.79,26.17,36.45,3.67,60.59,0.64,4.39,16.22,25.83,60.59,93.29,75.34
13.15,13.68,34.4,21.46,17.63,26.48,31.12,23.03,19.5,7.49,2.56,8.24,1.32,20.79,34.4,70.36,80.64
33.02,7.4,15.87,13.08,17.01,12.0,2.24,15.57,31.61,8.71,10.44,0.27,1.48,15.65,33.02,57.65,80.26
6.64,6.53,36.27,39.08,40.1,40.22,6.17,62.8,18.62,33.17,1.24,2.48,13.3,28.96,62.8,107.63,73.65
11.98,30.43,12.99,3.38,10.67,26.25,18.13,30.19,3.76,28.64,0.45,4.76,3.06,17.64,30.43,64.24,81.64
7.59,9.5,20.9,3.46,35.04,5.36,34.89,0.8,1.83,13.08,0.14,1.87,4.58,13.24,35.04,56.97,88.34
26.54,25.33,29.96,15.49,20.57,14.77,44.73,44.99,19.15,32.55,5.08,6.61,6.7,27.41,44.99,92.61,72.88
21.11,4.38,23.37,16.7,47.56,60.06,17.03,32.83,8.69,12.46,1.83,10.23,5.93,24.42,60.06,93.58,73.95
6.81,12.94,23.22,0.81,12.51,13.6,31.47,15.06,2.16,0.59,0.15,4.28,0.07,11.92,31.47,48.14,90.26
5.86,3.72,22.28,31.57,11.91,8.83,23.08,1.23,18.08,22.54,1.06,2.04,2.68,14.91,31.57,55.95,85.79
38.93,27.57,4.49,1.45,14.63,17.49,24.67,33.64,20.27,14.38,7.89,4.31,2.1,19.75,38.93,71.94,72.5
28.6,2.84,6.32,49.1,12.1,26.45,30.3,39.97,17.54,0.38,5.02,8.01,0.05,21.36,49.1,83.34,78.65
7.22,6.45,8.4,17.15,5.94,8.39,8.8,1.39,1.68,0.26,0.12,0.74,0.02,6.57,17.15,25.42,93.42
